"公众号名称","文章链接","文章配图","公众号初始id","原文链接","文章标题","朋友圈描述","公众号二维码","日期","是否原创","文章作者"
"Offering","http://mp.weixin.qq.com/s?__biz=MzAxMzU1ODQxNA==&mid=210043231&idx=1&sn=d17b5064e58a4a1c1153dbbbffc4aa33&3rd=MzA3MDU4NTYzMw==&scene=6#rd","http://img01.store.sogou.com/net/a/04/link?appid=100520031&url=http://mmbiz.qpic.cn/mmbiz/SN7rgNDzZPjETWMlm3Orp6QgZiaybeVVJP9JHYENwQSoNFboTIeFg0IZBicQZ68DvRLicehH9rDbpWNYibbJHibgyLQ/0?wx_fmt=jpeg","gh_85def27718d4","http://www.joinms.com#rd","【微软校招】给你一个杠杆，来撬动世界吧！","微软2016年校招从9月1日——25日，岗位涉及亚太研发集团、销售市场与服务等多个职位，再不网申，机会就要溜走啦~","http://mp.weixin.qq.com/mp/qrcode?scene=10000001&size=102&__biz=MzAxMzU1ODQxNA==","2015-09-05","N","无作者"
"UTips校园资讯助手","http://mp.weixin.qq.com/s?__biz=MzA4NzQwODU4OQ==&mid=209577580&idx=3&sn=bde36e4036b88739a7d4504cefab6fc4&3rd=MzA3MDU4NTYzMw==&scene=6#rd","http://img01.store.sogou.com/net/a/04/link?appid=100520031&url=http://mmbiz.qpic.cn/mmbiz/YoGiaMLSH1DuhZickdZQG0DLdmdZl5ZKKS3lZXnSDJ4KeUSoibWCDcUF3v5Aa7BMjjt03ic5ia1onQRXlalQJibuYhmA/0?wx_fmt=jpeg","gh_a46838f6c514","http://m.loveutips.com/#rd","【校招】实力名企校招汇总","联想集团网申：http://campus.lenovo.com.cn/申请时间：8月17日-9月30日流程：","http://mp.weixin.qq.com/mp/qrcode?scene=10000001&size=102&__biz=MzA4NzQwODU4OQ==","2015-09-04","N","UTips"
"西安实习吧","http://mp.weixin.qq.com/s?__biz=MzA4NzQwODU4OQ==&mid=209577580&idx=3&sn=bde36e4036b88739a7d4504cefab6fc4&3rd=MzA3MDU4NTYzMw==&scene=6#rd","http://img01.store.sogou.com/net/a/04/link?appid=100520031&url=http://mmbiz.qpic.cn/mmbiz/ibcse67uNalRgFjMAYSWEM3UBqgTHRyQKvoM92BoneplbUavcvgauX3anRUJ1ic7OVSI3aqRUW2yfHkkQDzic9B9g/0?wx_fmt=jpeg","gh_a46838f6c514","http://m.loveutips.com/#rd","【校招】实力名企校招汇总","联想集团网申：http://campus.lenovo.com.cn/申请时间：8月17日-9月30日流程：","http://mp.weixin.qq.com/mp/qrcode?scene=10000001&size=102&__biz=MzA4NzQwODU4OQ==","2015-09-04","N","UTips"
"西安实习吧","http://mp.weixin.qq.com/s?__biz=MzAxMjM2NTE5OQ==&mid=208264767&idx=2&sn=5a3bd0a825c991bf7eebe12e18a912a0&3rd=MzA3MDU4NTYzMw==&scene=6#rd","http://img01.store.sogou.com/net/a/04/link?appid=100520031&url=http://mmbiz.qpic.cn/mmbiz/ibcse67uNalRgFjMAYSWEM3UBqgTHRyQKzZt0WaOCx6O8IJMZogpEnwuAjAGGhMtkElOkYmkUzvm325OjGCOgJg/0?wx_fmt=jpeg","gh_39d95db0f042","http://www.joinms.com/cn_c/chance.htm#rd?sukey=fc78a68049a14bb218380b6f8cd3fa7f3cf572e1c95b22c6ae021ff01ce5c23fba3eedeb34aa884bcc654db5c0c05eac","校招 | 微软2016校园招聘","企业简介微软，是一家总部位于美国的跨国科技公司，是世界PC机软件开发的先导，由比尔·盖茨与保罗·艾伦创办于1","http://mp.weixin.qq.com/mp/qrcode?scene=10000001&size=102&__biz=MzAxMjM2NTE5OQ==","2015-09-04","N","无作者"
"长沙实习吧","http://mp.weixin.qq.com/s?__biz=MzAxMjM2NTE5OQ==&mid=208264767&idx=2&sn=5a3bd0a825c991bf7eebe12e18a912a0&3rd=MzA3MDU4NTYzMw==&scene=6#rd","http://img01.store.sogou.com/net/a/04/link?appid=100520031&url=http://mmbiz.qpic.cn/mmbiz/mhW1RCQnfsZHuURs2KC8oHic8icMqskbDdLicsde67BlfWibA5pUAMXs2gPWprxH5ye4FNySmQxPKlk30gHCrHp9ew/0?wx_fmt=jpeg","gh_39d95db0f042","http://www.joinms.com/cn_c/chance.htm#rd?sukey=fc78a68049a14bb218380b6f8cd3fa7f3cf572e1c95b22c6ae021ff01ce5c23fba3eedeb34aa884bcc654db5c0c05eac","校招 | 微软2016校园招聘","企业简介微软，是一家总部位于美国的跨国科技公司，是世界PC机软件开发的先导，由比尔·盖茨与保罗·艾伦创办于1","http://mp.weixin.qq.com/mp/qrcode?scene=10000001&size=102&__biz=MzAxMjM2NTE5OQ==","2015-09-04","N","无作者"
"OUC就业直通车","http://mp.weixin.qq.com/s?__biz=MzAxMjM2NTE5OQ==&mid=208264767&idx=3&sn=f90a384f1b3e8db123e8dee61cdbcf1d&3rd=MzA3MDU4NTYzMw==&scene=6#rd","http://img01.store.sogou.com/net/a/04/link?appid=100520031&url=http://mmbiz.qpic.cn/mmbiz/lYz19u47mmzGSowIicLCUXey6TQ2nhcAf1IpzofYpEvbrLzOPGKr7q2ic3f3kFFEFCtIf5QDlUKO2wrP0RZApgGQ/0?wx_fmt=jpeg","gh_39d95db0f042","http://www.chinaums.com/Channel/1266668#rd","校招 | 银联商务有限公司2016校园招聘","企业简介银联商务有限公司是中国银联控股的，专门从事银行卡受理市场建设和提供综合支付服务的机构，致力于改善中国","http://mp.weixin.qq.com/mp/qrcode?scene=10000001&size=102&__biz=MzAxMjM2NTE5OQ==","2015-09-04","N","无作者"
"OUC就业直通车","http://mp.weixin.qq.com/s?__biz=MzAxMjM2NTE5OQ==&mid=208264767&idx=3&sn=f90a384f1b3e8db123e8dee61cdbcf1d&3rd=MzA3MDU4NTYzMw==&scene=6#rd","http://img01.store.sogou.com/net/a/04/link?appid=100520031&url=http://mmbiz.qpic.cn/mmbiz/lYz19u47mmzGSowIicLCUXey6TQ2nhcAfq5KyfcribJX0fm6a3aMgfqicAm0z4x7E7ic7vs0sdb6JmGC24t1rMBT2g/0?wx_fmt=jpeg","gh_39d95db0f042","http://www.chinaums.com/Channel/1266668#rd","校招 | 银联商务有限公司2016校园招聘","企业简介银联商务有限公司是中国银联控股的，专门从事银行卡受理市场建设和提供综合支付服务的机构，致力于改善中国","http://mp.weixin.qq.com/mp/qrcode?scene=10000001&size=102&__biz=MzAxMjM2NTE5OQ==","2015-09-04","N","无作者"
"找事儿实习","http://mp.weixin.qq.com/s?__biz=MjM5NTY4MDM2OQ==&mid=209766833&idx=3&sn=fd676c9dfb49ef7834a9da4124955c07&3rd=MzA3MDU4NTYzMw==&scene=6#rd","http://img01.store.sogou.com/net/a/04/link?appid=100520031&url=http://mmbiz.qpic.cn/mmbiz/nvXxicTq9RibKG3IsIl8kg0b3cicy0VuNBJib9xqUPmruaCxhjESLDJiau2icTgQ2I6T9WJfpwSNzrVq86BxOXZ8bt6w/0?wx_fmt=jpeg","gh_7561c83cf2e1","http://www.yingjiesheng.com/job-002-121-295.html#rd?sukey=fc78a68049a14bb2117c1c8ce168f9a0862e452067bd012d284ca2c30224409f2e2ce18f1aa8de2746dda6b1af1585ef","校招 | 滴滴快的2016校园招聘","公司简介北京小桔快智科技有限公司（简称滴滴快的）的前身是2012年成立的滴滴打车和快的打车，两大移动出行巨头","http://mp.weixin.qq.com/mp/qrcode?scene=10000001&size=102&__biz=MjM5NTY4MDM2OQ==","2015-09-04","N","无作者"
"金统团学联","http://mp.weixin.qq.com/s?__biz=MjM5NTY4MDM2OQ==&mid=209766833&idx=3&sn=fd676c9dfb49ef7834a9da4124955c07&3rd=MzA3MDU4NTYzMw==&scene=6#rd","http://img01.store.sogou.com/net/a/04/link?appid=100520031&url=http://mmbiz.qpic.cn/mmbiz/5hKg54AavmPwUECNjHfs9dVkx2ic6hIcpArPgeS9YZjqwvr8OIvYyaDOYAzU5GrIVRYxIRZAK1empLKUibe1piaEQ/0?wx_fmt=jpeg","gh_7561c83cf2e1","http://www.yingjiesheng.com/job-002-121-295.html#rd?sukey=fc78a68049a14bb2117c1c8ce168f9a0862e452067bd012d284ca2c30224409f2e2ce18f1aa8de2746dda6b1af1585ef","校招 | 滴滴快的2016校园招聘","公司简介北京小桔快智科技有限公司（简称滴滴快的）的前身是2012年成立的滴滴打车和快的打车，两大移动出行巨头","http://mp.weixin.qq.com/mp/qrcode?scene=10000001&size=102&__biz=MjM5NTY4MDM2OQ==","2015-09-04","N","无作者"
"实习僧","http://mp.weixin.qq.com/s?__biz=MzA4ODUzNzUyNA==&mid=208365995&idx=1&sn=a8303736ebbb853b50ce000779fa5d0c&3rd=MzA3MDU4NTYzMw==&scene=6#rd","http://img01.store.sogou.com/net/a/04/link?appid=100520031&url=http://mmbiz.qpic.cn/mmbiz/nUhvodTYBvmtL4MGsibgUFHT8Tqj2sq467rIYDH6ibUcnAibbUyaiaiccW1friaG2uPeKcib4okglpSMnd21ibhJl1TMhw/0?wx_fmt=jpeg","gh_0964e0d919a4","http://tuniu.zhiye.com/Campus#rd","校招|途牛旅行网2016校园招聘","途牛旅行网2016校园招聘公司简介途牛旅游网(www.tuniu.com)创建于2006年10月，总部设在","http://mp.weixin.qq.com/mp/qrcode?scene=10000001&size=102&__biz=MzA4ODUzNzUyNA==","2015-09-04","N","无作者"
